정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시
38,세종문화회관,0,0,0,0,0,0,0,0,0,6,8,11,14,19,31,12,11,12,11,5,2,0,0,0
39,신한은행본점,0,0,0,0,0,0,0,0,0,5,8,12,16,25,38,14,12,14,12,5,2,0,0,0
40,서울역버스환승센터(5번승강장)(중),0,0,0,0,0,0,0,0,0,6,11,17,24,39,48,25,18,21,21,11,5,0,0,0
41,숭례문,0,0,0,0,0,0,0,0,0,5,12,19,27,46,49,30,21,23,23,12,5,0,0,0
42,명동입구,0,0,0,0,0,0,0,0,0,4,18,26,38,62,63,50,32,37,39,22,11,0,0,0
43,명동성당,0,0,0,0,0,0,0,0,0,3,25,34,46,62,61,56,40,50,52,30,15,0,0,0
44,순천향대학병원,0,0,0,0,0,0,0,0,0,0,22,33,37,40,46,45,35,39,40,26,15,0,0,0
45,상미마을.신갈오거리.롯데캐슬레이시티,0,0,0,0,0,0,0,0,0,0,15,31,40,55,64,63,45,45,53,50,24,7,0,0
46,롯데캐슬스카이.이안두드림.백남준아트센터,0,0,0,0,0,0,0,0,0,0,14,29,37,51,60,59,44,42,47,48,22,6,0,0
47,기흥역,0,0,0,0,0,0,0,0,0,0,12,26,33,43,48,47,38,35,41,41,25,7,0,0
48,수원컨트리클럽,0,0,0,0,0,0,0,0,0,0,4,17,22,36,45,44,34,29,37,37,20,3,0,0
49,강남대역.강남대입구,0,0,0,0,0,0,0,0,0,0,8,21,29,38,42,41,34,30,36,36,22,5,0,0
50,지석역,0,0,0,0,0,0,0,0,0,0,2,13,21,27,38,35,27,23,30,31,17,3,0,0
51,갈천마을.주공아파트,0,0,0,0,0,0,0,0,0,0,2,12,21,32,37,36,31,26,31,31,19,2,0,0
52,어정풍림아파트,0,0,0,0,0,0,0,0,0,0,3,15,22,29,34,34,30,25,30,31,18,3,0,0
53,어정역,0,0,0,0,0,0,0,0,0,0,4,16,24,29,31,31,28,23,28,28,20,4,0,0
54,동백이마트,0,0,0,0,0,0,0,0,0,0,3,12,17,21,23,22,21,18,23,23,17,5,0,0
55,평촌마을,0,0,0,0,0,0,0,0,0,0,1,7,11,17,20,18,17,14,19,18,12,3,0,0
56,호수마을.자연앤데시앙.두산위브더제니스,0,0,0,0,0,0,0,0,0,0,1,9,12,15,16,15,15,14,17,18,13,5,0,0
57,호수마을자연앤데시앙.월드메르디앙,0,0,0,0,0,0,0,0,0,0,1,6,9,12,13,13,12,11,14,15,10,2,0,0
58,동막초등학교.호수마을계룡리슈빌.어울림,0,0,0,0,0,0,0,0,0,0,0,5,8,11,11,12,11,9,12,12,10,1,0,0
59,동백중학교,0,0,0,0,0,0,0,0,0,0,1,6,8,9,9,9,8,8,10,11,9,3,0,0
60,동백고.호수마을서해그랑블.풍림코아루,0,0,0,0,0,0,0,0,0,0,0,4,5,7,7,7,6,6,7,8,7,2,0,0
61,동백소방서.동일하이빌.롯데캐슬,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,4,3,4,5,6,6,2,0,0
62,쥬네브상가,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,2,2,3,1,0,0
63,동백2동행정복지센터,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,2,1,2,3,3,1,0,0
64,동백역.성산마을서해그랑블,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,4,3,4,4,4,4,2,0,0
65,동백경남아너스빌,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,3,1,0,0
66,초당중학교.삼부르네상스아파트,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,1,2,2,1,0,0
67,초당초등학교.현진에버빌,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,2,2,1,0,0
68,초당역,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,0,0,0
69,화운사입구,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0
70,용인미르스타디움,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
71,멱조현풍림아파트,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0
72,삼가역.두산위브,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,1,0,0
73,진우아파트,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0
74,시청.용인대역,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
75,동원로얄듀크.용인등기소,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,1,1,1,1,0,0
76,역북동행정복지센터.럭스나인.명지대승차장,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,1,0,0
77,이마트.상공회의소,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0
78,명지대,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
